,0,1
0,0.8457338050617682,4.3502549881882935
1,0.8996358135553378,4.249956338573248
2,1.0861163082339043,3.9280267739987806
3,2.196989365876792,2.11595013022743
4,0.42062589597498673,4.25929695649978
5,0.8263389674065988,4.092064874227758
6,1.683632877438407,3.8962103222948063
7,1.1984549299910512,4.266944379695222
8,2.1734177511723027,1.1801231341867846
9,1.7827683881798229,2.417828899396913
10,2.070504965927213,2.6857336086292216
11,0.982726414033593,4.095091774072426
12,0.9711913389547495,3.952635836376947
13,0.16705978116899853,4.166785002686318
14,0.7589462922746959,4.593593728748806
15,1.978587203213379,1.865549581747108
16,2.287558586564308,0.720114074641186
17,0.9719869657400779,4.20505925199516
18,0.904882767980405,4.564135403186577
19,0.7560086856047386,4.679794192790643
20,0.9932705679356717,4.360688431890653
21,1.6671910326262742,2.8338101307766324
22,1.245548563234074,3.706994031061396
23,0.9484487474785817,4.124975823477414
24,2.063690984733308,2.614154363213147
25,0.8317093439964933,3.9581726674017848
26,1.0958186353449075,4.189572147952778
27,2.141654850887275,0.9206450300187614
28,1.0485441656105512,4.213044780678233
29,1.8980493333177098,3.358971422284008
30,1.2611062322362163,3.6294458798835914
31,1.186391586099882,4.090466126496777
32,0.37162674723244304,4.324061371728196
33,1.2453957898010715,4.259284839459168
34,1.838712475679987,3.5644306565807544
35,0.6273407426781781,4.223041582163779
36,1.4570565689111221,3.773864636095001
37,0.8804411784735171,3.7520055252152966
38,1.318830522365872,3.6836003956867027
39,2.2107504013879185,2.5815133387312965
40,2.3779151875439846,0.40096940390058927
41,2.199980795765374,1.8501360425180928
42,1.7957072229646847,3.3357846379042795
43,0.6066935711651658,4.375200459392067
44,0.9844097138466377,4.424127132221443
45,1.7966505920385787,3.2661255241064406
46,1.6781415969760356,3.190230749541515
47,0.7218868909699308,4.336782211435832
48,0.971445713812424,3.908072526729812
49,1.031064842745509,4.2055859922490235
50,0.5708517590278869,4.3155261346374365
51,2.207026519768765,1.518702552262894
52,1.4540747224050579,3.629030111921745
53,2.05616285281623,2.7059564781406538
54,1.4947163854985446,3.5105155048951375
55,0.42694179427025564,4.288281999341481
56,2.1824346314041514,0.9508955598996618
57,0.8524412827111254,4.231148858799612
58,2.185409443078316,1.5767828358922304
59,2.4251876673726986,0.4666266439389185
